instance_id,n,correlation,algorithm,config_name,run,seed,best_value_found,best_weight_found,optimum_value,gap_percent,execution_time_ms,evaluations,iterations_executed
n100_strongly_01,100,strongly,GA,GA_CROSS_095,3,20261709,34723,28123,34723,0.0,174.03854499934823,20200,100
n100_strongly_01,100,strongly,GA,GA_CROSS_095,4,20261710,34723,28123,34723,0.0,173.04793299990706,20200,100
n100_strongly_01,100,strongly,GA,GA_CROSS_095,5,20261711,34723,28123,34723,0.0,162.75333799967484,20200,100
n100_strongly_01,100,strongly,GA,GA_CROSS_095,6,20261712,34723,28123,34723,0.0,158.76740100065945,20200,100
n100_strongly_01,100,strongly,GA,GA_CROSS_095,7,20261713,34723,28123,34723,0.0,179.07980800009682,20200,100
n100_strongly_01,100,strongly,GA,GA_CROSS_095,8,20261714,34723,28123,34723,0.0,159.5309719996294,20200,100
n100_strongly_01,100,strongly,GA,GA_CROSS_095,9,20261715,34723,28123,34723,0.0,161.6621209996083,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,0,20261706,34723,28123,34723,0.0,158.16087700113712,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,1,20261707,34723,28123,34723,0.0,156.50863500013656,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,2,20261708,34721,28121,34723,0.005759870978890073,148.26990000074147,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,3,20261709,34723,28123,34723,0.0,144.67135800077813,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,4,20261710,34723,28123,34723,0.0,144.81971699933638,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,5,20261711,34722,28122,34723,0.0028799354894450363,150.92881199961994,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,6,20261712,34722,28122,34723,0.0028799354894450363,150.7985459993506,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,7,20261713,34723,28123,34723,0.0,150.34123300029023,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,8,20261714,34723,28123,34723,0.0,160.75365100005,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_LOW,9,20261715,34722,28122,34723,0.0028799354894450363,158.6396889997559,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,0,20261706,34721,28121,34723,0.005759870978890073,194.69586400009575,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,1,20261707,34723,28123,34723,0.0,168.16736800137733,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,2,20261708,34721,28121,34723,0.005759870978890073,170.27156699987245,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,3,20261709,34721,28121,34723,0.005759870978890073,216.85210099894903,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,4,20261710,34723,28123,34723,0.0,165.09425200092664,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,5,20261711,34718,28118,34723,0.014399677447225182,168.10943900054554,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,6,20261712,34723,28123,34723,0.0,166.47224799999094,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,7,20261713,34721,28121,34723,0.005759870978890073,171.60028100079217,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,8,20261714,34711,28111,34723,0.034559225873340434,162.50160799972946,20200,100
n100_strongly_01,100,strongly,GA,GA_MUT_HIGH,9,20261715,34723,28123,34723,0.0,166.6538789995684,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,0,20261706,34722,28122,34723,0.0028799354894450363,170.10462500002177,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,1,20261707,34723,28123,34723,0.0,200.86736899975222,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,2,20261708,34723,28123,34723,0.0,219.03359700081637,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,3,20261709,34721,28121,34723,0.005759870978890073,216.89943700039294,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,4,20261710,34722,28122,34723,0.0028799354894450363,180.85107700062508,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,5,20261711,34723,28123,34723,0.0,177.52002399902267,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,6,20261712,34722,28122,34723,0.0028799354894450363,180.60744399917894,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,7,20261713,34722,28122,34723,0.0028799354894450363,192.0133210005588,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,8,20261714,34723,28123,34723,0.0,179.44387099851156,20200,100
n100_strongly_01,100,strongly,GA,GA_TOUR_5,9,20261715,34723,28123,34723,0.0,187.08304500069062,20200,100
n100_strongly_01,100,strongly,SA,SA_BASE,0,20261706,34392,28092,34723,0.9532586470063071,27.49653700084309,5516,2757
n100_strongly_01,100,strongly,SA,SA_BASE,1,20261707,34289,28089,34723,1.2498920024191458,29.140192000340903,5516,2757
n100_strongly_01,100,strongly,SA,SA_BASE,2,20261708,34112,28112,34723,1.759640584050917,27.06711100108805,5516,2757
n100_strongly_01,100,strongly,SA,SA_BASE,3,20261709,33953,28053,34723,2.217550326872678,27.033444999688072,5516,2757
